,car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_dollar,car_nick_name,price_class
907,Hyundai Venue S,35000,Petrol,Manual,1,2020,1197,5,9657.76,Hyundai,low-class
908,Mercedes-Benz C-Class C 220 CDI Avantgarde,37000,Diesel,Automatic,2,2015,1248,5,25955.23,Mercedes-Benz,low-class
909,Hyundai i20 Sportz Option 1.2,72000,Petrol,Manual,1,2016,1498,5,6820.793000000001,Hyundai,low-class
910,Maruti SX4 S Cross Zeta DDiS 200 SH,72000,Diesel,Manual,1,2019,2967,5,10201.009,Maruti,low-class
911,Skoda Rapid 1.5 TDI Ambition,80250,Diesel,Manual,2,2014,1396,5,5432.49,Skoda,low-class
912,Porsche Cayenne Diesel Platinum Edition,50000,Diesel,Automatic,1,2016,1197,5,70018.76,Porsche,low-class
913,Hyundai i20 Asta 1.4 CRDi,75000,Diesel,Manual,1,2016,1498,5,6277.544000000001,Hyundai,low-class
914,Maruti Baleno Alpha CVT,48763,Petrol,Automatic,1,2018,1991,5,8450.54,Maruti,low-class
915,Honda City i DTec S,34142,Diesel,Manual,1,2016,1199,5,8752.345,Honda,low-class
916,Mercedes-Benz E-Class Exclusive E 200,8900,Petrol,Automatic,1,2021,999,5,80883.74,Mercedes-Benz,low-class
917,Honda WR-V i-VTEC S,25000,Petrol,Manual,1,2019,1462,7,8148.735000000001,Honda,low-class
918,Renault Triber RXZ,25000,Petrol,Manual,1,2021,1950,7,8450.54,Renault,low-class
919,Maruti Ertiga VXI,70000,Petrol,Manual,2,2019,1199,5,9295.594000000001,Maruti,low-class
920,Mercedes-Benz C-Class Progressive C 200,28000,Petrol,Automatic,1,2019,1197,5,51306.85,Mercedes-Benz,low-class
921,Tata Altroz XT,21000,Petrol,Manual,1,2020,998,5,7846.93,Tata,low-class
922,Hyundai i20 Magna,40000,Petrol,Manual,1,2020,1995,5,6881.154,Hyundai,low-class
923,Maruti Wagon R LXI BS IV,40000,Petrol,Manual,1,2014,2179,5,3802.743,Maruti,low-class
924,BMW 5 Series 525d Luxury Line,65500,Diesel,Automatic,1,2015,1388,7,31085.915,BMW,low-class
925,Tata Safari Storme EX,90000,Diesel,Manual,1,2014,2523,5,7001.876,Tata,low-class
926,Ford Fiesta 1.4 ZXi Duratec,179000,Petrol,Manual,2,2009,4461,7,1810.83,Ford,low-class
927,Mahindra Bolero EX NON AC,40000,Diesel,Manual,1,2016,1197,7,6156.822,Mahindra,low-class
928,Toyota Land Cruiser VX,27000,Diesel,Automatic,1,2019,796,5,2040.2018,Toyota,low-class
929,Hyundai i20 Sportz 1.2,70000,Petrol,Manual,3,2016,1598,5,6337.905,Hyundai,low-class
931,Volkswagen Vento Magnific 1.6 Highline,40000,Petrol,Manual,1,2015,1373,5,6024.027800000001,Volkswagen,low-class
932,BMW X1 sDrive20i xLine,10000,Petrol,Automatic,1,2021,1061,7,48288.8,BMW,low-class
933,Maruti Ertiga VXI,40000,Petrol,Manual,2,2015,1197,5,7182.959000000001,Maruti,low-class
935,Hyundai Xcent 1.2 VTVT S,30000,Petrol,Manual,1,2018,1984,7,6470.699200000001,Hyundai,low-class
936,Tata Hexa XT,66000,Diesel,Manual,1,2017,1197,5,13219.059,Tata,low-class
937,Audi Q5 2.0 TFSI Quattro,80000,Petrol,Automatic,2,2012,1198,5,14486.64,Audi,low-class
938,Maruti Swift Dzire VXI,6200,Petrol,Manual,1,2022,1998,2,8691.984,Maruti,low-class
939,Maruti Super Carry STD,20000,Petrol,Manual,2,2021,796,4,5673.934,Maruti,low-class
940,Mini 3 DOOR John Cooper Works 2019-2020,40000,Petrol,Automatic,2,2017,1197,4,41649.090000000004,Mini,low-class
942,Maruti Baleno Delta,20000,Petrol,Manual,1,2020,2400,5,7846.93,Maruti,low-class
943,Chevrolet Optra 1.6,60000,Petrol,Manual,3,2006,796,5,1810.83,Chevrolet,low-class
944,Volvo XC60 D5 Inscription,34000,Diesel,Automatic,1,2019,2179,4,65793.49,Volvo,low-class
946,Mahindra Scorpio S5 BSIV,120000,Diesel,Manual,1,2019,1999,4,13883.03,Mahindra,low-class
948,Land Rover Discovery Sport TD4 HSE 7S,38000,Diesel,Automatic,1,2020,1799,5,58851.975,Land,low-class
949,Maruti Swift VXI with ABS,85000,Petrol,Manual,2,2006,998,5,1509.025,Maruti,low-class
950,Honda Civic ZX,25000,Petrol,Automatic,1,2019,2925,5,20522.74,Honda,low-class
952,Mercedes-Benz S-Class S 350d,1400,Diesel,Automatic,1,2022,2499,7,2136.7794,Mercedes-Benz,low-class
953,Honda BR-V i-DTEC E MT,65500,Diesel,Manual,1,2017,1461,7,7846.93,Honda,low-class
954,Chevrolet Tavera B2 8 Seats BSIII,380000,Diesel,Manual,4,2008,998,8,2052.274,Chevrolet,low-class
955,Renault Lodgy Stepway Edition 8 Seater,50000,Diesel,Manual,2,2016,993,5,8450.54,Renault,low-class
956,Maruti S-Presso VXI Plus 2019-2022,40000,Petrol,Manual,1,2019,796,5,4708.158,Maruti,low-class
958,Maruti Alto 800 tour H1 (O),5000,Petrol,Manual,1,2021,2523,5,4563.2916,Maruti,low-class
959,Hyundai i20 Sportz 1.4 CRDi,90000,Diesel,Manual,1,2016,998,5,6639.71,Hyundai,low-class
960,Mahindra Marshal DI,100000,Diesel,Manual,1,2004,2179,8,5915.378000000001,Mahindra,low-class
961,Maruti Alto K10 VXI,50000,Petrol,Manual,3,2018,2179,8,3500.938,Maruti,low-class
962,Mahindra Scorpio Sle,110000,Diesel,Manual,4,2010,1461,5,4225.27,Mahindra,low-class
963,Mahindra Scorpio VLS AT 2.2 mHAWK,120000,Diesel,Automatic,2,2012,998,5,5794.656,Mahindra,low-class
964,Renault Duster 85PS Diesel RxL,116000,Diesel,Manual,1,2015,1968,5,5734.295,Renault,low-class
965,Maruti Wagon R AMT VXI,25000,Petrol,Automatic,1,2017,2523,7,5142.7572,Maruti,low-class
966,Skoda Octavia 2.0 TDI AT Style Plus,75000,Diesel,Automatic,2,2017,1299,5,16901.08,Skoda,low-class
967,Mahindra Bolero SLX 2WD BSIII,120000,Diesel,Manual,4,2013,1061,5,4828.88,Mahindra,low-class
968,Ford Ikon 1.3 CLXi,70000,Petrol,Manual,2,2004,796,5,1448.664,Ford,low-class
969,Maruti Wagon R LXI Minor,90000,Petrol,Manual,1,2009,799,5,1931.5520000000001,Maruti,low-class
970,Maruti Alto LX BSIII,120000,Petrol,Manual,4,2010,1493,5,1207.22,Maruti,low-class
971,Renault KWID RXT,25000,Petrol,Manual,1,2020,1196,7,5191.046,Renault,low-class
972,Honda City 1.5 EXI,263000,Petrol,Manual,1,2004,998,5,2112.635,Honda,low-class
973,Maruti Eeco 7 Seater Standard BSIV,110000,Petrol,Manual,1,2017,1061,5,3259.494,Maruti,low-class
974,Maruti Wagon R VXI Optional,10000,Petrol,Manual,3,2018,1248,5,4828.88,Maruti,low-class
975,Maruti Wagon R LX Minor Duo LPG,137535,Lpg,Manual,1,2007,1196,5,1207.22,Maruti,low-class
976,Maruti Swift VDI Optional,90000,Diesel,Manual,2,2015,1956,5,4466.714,Maruti,low-class
977,Maruti Eeco CNG 5 Seater AC,35000,Cng,Manual,1,2021,1196,5,4865.096600000001,Maruti,low-class
978,Jeep Compass 2.0 Limited,40000,Diesel,Manual,1,2019,1582,5,19315.52,Jeep,low-class
979,Maruti Eeco 5 Seater STD 2020-2022,39000,Petrol,Manual,1,2020,1582,5,6277.544000000001,Maruti,low-class
980,Hyundai Creta 1.6 SX Automatic Diesel,73200,Diesel,Automatic,1,2018,998,5,19194.798000000003,Hyundai,low-class
981,Hyundai Verna 1.6 CRDi SX,88500,Diesel,Manual,1,2017,1197,5,11951.478000000001,Hyundai,low-class
982,Maruti Alto K10 VXI,49000,Petrol,Manual,1,2018,1497,5,4345.992,Maruti,low-class
983,Hyundai i20 Asta Option,45000,Petrol,Manual,1,2018,1498,5,8933.428,Hyundai,low-class
984,Honda City GXi,114862,Petrol,Manual,1,2008,1199,5,2185.0682,Honda,low-class
985,Honda City i DTEC V,147947,Diesel,Manual,1,2015,1061,5,11468.59,Honda,low-class
986,Honda Amaze VX CVT,4391,Petrol,Automatic,1,2022,1198,5,11432.3734,Honda,low-class
988,Honda Amaze SX i-VTEC,38738,Petrol,Manual,1,2016,1462,5,5372.129,Honda,low-class
989,Maruti SX4 S Cross DDiS 320 Delta,85762,Diesel,Manual,1,2015,1497,5,7665.847,Maruti,low-class
990,Toyota Urban cruiser Mid,27987,Petrol,Manual,1,2022,1197,5,9440.4604,Toyota,low-class
991,Honda City 1.5 V MT,141918,Petrol,Manual,1,2010,1120,5,3645.8044,Honda,low-class
992,Maruti Baleno Zeta,39558,Petrol,Manual,1,2021,1248,5,8728.2006,Maruti,low-class
993,Hyundai Grand i10 CRDi Asta Option,68456,Diesel,Manual,2,2013,998,5,4152.8368,Hyundai,low-class
994,Maruti Swift VDI,86000,Diesel,Manual,1,2011,796,5,4104.548,Maruti,low-class
995,Maruti S-Presso VXI Plus 2019-2022,29782,Petrol,Manual,1,2021,1248,5,5311.768000000001,Maruti,low-class
996,Maruti Alto LX,95046,Petrol,Manual,2,2011,2179,8,1388.3029999999999,Maruti,low-class
997,Maruti Ciaz ZDi Plus SHVS,133053,Diesel,Manual,1,2016,1198,5,5987.8112,Maruti,low-class
998,Mahindra Scorpio VLX 2WD AT BSIV,151537,Diesel,Automatic,2,2013,796,8,5577.356400000001,Mahindra,low-class
999,Honda Amaze S i-VTEC,91437,Petrol,Manual,1,2017,2143,5,5311.768000000001,Honda,low-class
1000,Maruti Omni E MPI STD BSIV,11615,Petrol,Manual,1,2015,1197,5,2148.8516,Maruti,low-class
1001,Mercedes-Benz E-Class E250 CDI Avantgarde,85471,Diesel,Automatic,2,2012,1396,5,13532.936200000002,Mercedes-Benz,low-class
1002,Hyundai i20 Sportz 1.2,82591,Petrol,Manual,1,2013,1461,5,4104.548,Hyundai,low-class
1003,Hyundai i20 1.4 Asta Option,73000,Diesel,Manual,1,2017,1495,5,8752.345,Hyundai,low-class
1004,Renault Duster 110PS Diesel RxZ Plus,68000,Diesel,Manual,1,2012,1497,5,5082.3962,Renault,low-class
1005,Hyundai Accent Executive LPG,73592,Lpg,Manual,2,2010,1248,5,1545.2416,Hyundai,low-class
1006,Honda City 1.5 S MT,114361,Petrol,Manual,5,2009,1198,5,2993.9056,Honda,low-class
1007,Maruti Ciaz ZDi,84193,Diesel,Manual,2,2014,1497,5,6229.2552000000005,Maruti,low-class
1008,Volkswagen Ameo 1.2 MPI Highline Plus,57000,Petrol,Manual,2,2017,1462,5,6337.905,Volkswagen,low-class
1009,Honda City i VTEC VX,48727,Petrol,Manual,1,2014,1199,5,7158.8146,Honda,low-class
1010,Maruti Brezza Zxi,6510,Petrol,Manual,1,2022,1598,5,12591.3046,Maruti,low-class
1011,Honda Amaze S Petrol,33088,Petrol,Manual,1,2021,1197,5,8028.013000000001,Honda,low-class
1012,Skoda Rapid 1.6 TDI Elegance,151434,Diesel,Manual,3,2011,1598,5,2957.6890000000003,Skoda,low-class
1013,Maruti Swift Dzire VXI 1.2,21166,Petrol,Manual,1,2017,1086,5,6603.4934,Maruti,low-class
1014,Volkswagen Vento Diesel Trendline,106647,Diesel,Manual,2,2012,1197,5,3030.1222,Volkswagen,low-class
1015,Hyundai i10 Sportz 1.1L,37930,Petrol,Manual,4,2014,2494,8,3331.9271999999996,Hyundai,low-class
1016,Hyundai Grand i10 Magna,128281,Petrol,Manual,1,2014,1198,5,3633.7322,Hyundai,low-class
1017,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,168062,Diesel,Manual,3,2010,2489,7,5661.861800000001,Toyota,low-class
1018,Nissan Micra XL Option CVT,13333,Petrol,Automatic,1,2019,1968,5,5951.594599999999,Nissan,low-class
1019,Mahindra Xylo D4,151026,Diesel,Manual,2,2014,1598,5,3126.6998,Mahindra,low-class
1020,Skoda Superb Elegance 2.0 TDI CR AT,134521,Diesel,Automatic,2,2011,1995,5,4744.3746,Skoda,low-class
1021,Skoda Rapid 1.6 TDI Elegance,132996,Diesel,Manual,2,2012,1498,5,3500.938,Skoda,low-class
1022,BMW X4 M Sport X xDrive20d,29000,Diesel,Automatic,1,2019,1598,5,68207.93000000001,BMW,low-class
1023,Honda City ZX MT,19534,Petrol,Manual,1,2020,998,5,15597.2824,Honda,low-class
1024,Skoda Rapid 1.6 MPI Ambition BSIV,88673,Petrol,Manual,1,2019,1198,5,7774.496800000001,Skoda,low-class
1025,Hyundai i20 Asta Opt Turbo DCT,32272,Petrol,Automatic,1,2020,1086,5,13194.9146,Hyundai,low-class
1026,Volkswagen Polo 1.2 MPI Trendline,26850,Petrol,Manual,2,2017,814,5,5227.2626,Volkswagen,low-class
1028,Hyundai EON Era Plus,21796,Petrol,Manual,1,2015,1496,5,2969.7612,Hyundai,low-class
1029,Volkswagen Vento Diesel Comfortline,118881,Diesel,Manual,1,2012,1197,5,3247.4218,Volkswagen,low-class
1030,Toyota Yaris G BSIV,32039,Petrol,Manual,2,2018,2179,7,9355.955,Toyota,low-class
1031,Maruti Baleno 1.2 Alpha,124763,Petrol,Manual,1,2017,2179,7,6482.7714000000005,Maruti,low-class
1032,Mahindra Scorpio S8 7C Seater,201197,Diesel,Manual,3,2015,1197,5,8390.179,Mahindra,low-class
1033,Mahindra XUV500 W10 2WD,81672,Diesel,Manual,2,2015,998,5,10273.4422,Mahindra,low-class
1034,Maruti Swift Dzire VXI,20248,Petrol,Manual,1,2021,998,5,8836.850400000001,Maruti,low-class
1035,Maruti Wagon R VXI BS IV,73639,Petrol,Manual,1,2012,1198,5,2667.9562,Maruti,low-class
1036,Maruti Wagon R VXI BS IV,82028,Petrol,Manual,2,2010,1248,5,1871.191,Maruti,low-class
1037,Honda Amaze S i-Vtech,32375,Petrol,Manual,4,2016,2179,5,4671.941400000001,Honda,low-class
1038,Maruti Ciaz ZDi Plus,182048,Diesel,Manual,1,2015,2393,8,5734.295,Maruti,low-class
1039,Land Rover Freelander 2 SE,158108,Diesel,Automatic,1,2014,999,5,16031.881599999999,Land,low-class
1040,Toyota Innova Crysta 2.4 G MT 8S BSIV,74176,Diesel,Manual,1,2016,998,5,13641.586000000001,Toyota,low-class
1041,Skoda Rapid 1.0 TSI Ambition,17805,Petrol,Manual,2,2020,1061,5,10913.2688,Skoda,low-class
1042,Maruti Zen Estilo LXI BS IV,105209,Petrol,Manual,1,2009,1248,5,1581.4582,Maruti,low-class
1044,Maruti Swift LDI BSIV,93411,Diesel,Manual,2,2014,1396,5,4466.714,Maruti,low-class
1045,Tata Harrier XZ Dark Edition BSIV,51954,Diesel,Manual,1,2019,1197,5,17528.8344,Tata,low-class
1046,Hyundai Verna 1.4 EX,199085,Diesel,Manual,1,2013,1120,5,4659.8692,Hyundai,low-class
1047,Maruti Swift Dzire 1.2 Vxi BSIV,213709,Petrol,Manual,1,2011,936,5,2981.8334000000004,Maruti,low-class
1048,Hyundai Grand i10 CRDi Magna,134698,Diesel,Manual,1,2013,1197,5,3199.133,Hyundai,low-class
1049,Chevrolet Beat Diesel PS,82983,Diesel,Manual,1,2012,624,4,1291.7254,Chevrolet,low-class
1050,Hyundai Grand i10 Magna,81678,Petrol,Manual,1,2013,2498,6,3573.3712,Hyundai,low-class
1052,Mahindra Thar CRDe,46994,Diesel,Manual,1,2018,2179,7,9440.4604,Mahindra,low-class
1053,Honda City i VTEC VX Option,19528,Petrol,Manual,1,2016,1497,5,8800.6338,Honda,low-class
1054,Tata Hexa XE,68315,Diesel,Manual,2,2017,1248,5,8752.345,Tata,low-class
1055,Ford Ecosport 1.5 Petrol Trend BSIV,69720,Petrol,Manual,1,2017,1061,5,7026.0204,Ford,low-class
1056,Maruti SX4 S Cross DDiS 200 Sigma,110655,Diesel,Manual,1,2016,1396,5,6217.183000000001,Maruti,low-class
1057,Maruti Wagon R LXI Minor Duo LPG,87100,Lpg,Manual,2,2009,1399,5,1291.7254,Maruti,low-class
1058,Hyundai i20 Sportz 1.4 CRDi,124012,Diesel,Manual,2,2013,1299,5,3851.0318,Hyundai,low-class
1059,Ford Figo Diesel ZXI,92251,Diesel,Manual,2,2010,1498,7,1617.6748000000002,Ford,low-class
1061,Honda Mobilio V i-DTEC,141083,Diesel,Manual,1,2014,1248,5,4816.8078000000005,Honda,low-class
1062,Maruti Swift LXI BSIV,61802,Petrol,Manual,2,2014,1197,5,3923.465,Maruti,low-class
1063,Chevrolet Sail Hatchback 1.3 TCDi,147215,Diesel,Manual,3,2015,998,5,2788.6782000000003,Chevrolet,low-class
1064,Maruti Ignis 1.2 Delta BSIV,74295,Petrol,Manual,1,2017,1248,5,5347.9846,Maruti,low-class
1065,Maruti Wagon R VXI BS IV,66290,Petrol,Manual,2,2017,1197,5,4213.1978,Maruti,low-class
1066,Maruti Vitara Brezza ZDi Plus Dual Tone,92485,Diesel,Manual,1,2018,1086,5,9923.3484,Maruti,low-class
1067,Maruti Baleno 1.2 Delta,57563,Petrol,Manual,1,2018,1197,5,6470.699200000001,Maruti,low-class
1068,Hyundai i10 Magna 1.1L,30675,Petrol,Manual,1,2011,1199,5,2716.245,Hyundai,low-class
1069,Maruti Swift Dzire VXI,58835,Petrol,Manual,1,2013,1582,5,4068.3314,Maruti,low-class
1070,Volkswagen Polo Diesel Comfortline 1.2L,122571,Diesel,Manual,3,2013,1399,5,3114.6276000000003,Volkswagen,low-class
1071,Hyundai Verna 1.6 SX,116064,Diesel,Manual,2,2013,5461,5,4913.3854,Hyundai,low-class
1072,Ford Classic 1.4 Duratorq Titanium,128396,Diesel,Manual,1,2012,3996,4,1907.4076000000002,Ford,low-class
1073,Mercedes-Benz G G63 AMG,47000,Petrol,Automatic,2,2017,1199,5,1834.9744,Mercedes-Benz,low-class
1074,Porsche Panamera GTS,10000,Petrol,Automatic,1,2019,1950,5,2112.635,Porsche,low-class
1075,Chevrolet Beat LT,37275,Petrol,Manual,1,2014,1950,5,3078.411,Chevrolet,low-class
1076,Mercedes-Benz E-Class Exclusive E 220 d BSIV,44000,Diesel,Automatic,1,2017,1086,5,53117.68,Mercedes-Benz,low-class
1077,Mercedes-Benz E-Class Exclusive E 220 d BSIV,39000,Diesel,Automatic,1,2017,1991,5,52514.07,Mercedes-Benz,low-class
1079,Mercedes-Benz GLC 200,32000,Petrol,Automatic,1,2020,1248,5,68207.93000000001,Mercedes-Benz,low-class
1080,Honda Amaze S i-VTEC,53931,Petrol,Manual,1,2018,1199,5,6036.1,Honda,low-class
1081,Fiat Avventura MULTIJET Active,73818,Diesel,Manual,1,2014,2498,6,4189.053400000001,Fiat,low-class
1082,Honda Jazz 1.2 V AT i VTEC,27200,Petrol,Automatic,1,2017,1462,5,8329.818000000001,Honda,low-class
1083,Mahindra Thar CRDe,46365,Diesel,Manual,1,2017,1461,5,9319.7384,Mahindra,low-class
1084,Maruti Ciaz Alpha BSIV,82496,Petrol,Manual,1,2019,1248,5,10526.958400000001,Maruti,low-class
1085,Renault Duster 110PS Diesel RxL AMT,73656,Diesel,Automatic,1,2016,1493,7,7859.0022,Renault,low-class
1086,Maruti Ciaz ZDi SHVS,92530,Diesel,Manual,1,2016,1368,5,6555.2046,Maruti,low-class
1087,Mahindra TUV 300 mHAWK100 T8,68364,Diesel,Manual,2,2017,1197,5,7943.5076,Mahindra,low-class
1088,Jeep Compass 1.4 Sport,30224,Petrol,Manual,1,2018,1462,5,15223.0442,Jeep,low-class
1089,Maruti Baleno 1.2 Alpha,88658,Petrol,Manual,1,2017,2498,6,7062.237,Maruti,low-class
1090,Maruti Vitara Brezza ZXI,26396,Petrol,Manual,1,2020,998,5,12712.0266,Maruti,low-class
1091,Mahindra Thar CRDe,60020,Diesel,Manual,1,2017,1462,5,9005.8612,Mahindra,low-class
1092,Maruti Alto K10 2010-2014 VXI,55107,Petrol,Manual,1,2014,796,5,3235.3496000000005,Maruti,low-class
1093,Maruti Ciaz Alpha AT,3925,Petrol,Automatic,1,2022,1197,5,15005.7446,Maruti,low-class
1094,Maruti Alto 800 LXI,21949,Petrol,Manual,1,2017,1995,5,3899.3206,Maruti,low-class
1095,Maruti Swift Dzire VXI,41899,Petrol,Manual,1,2016,2400,5,6036.1,Maruti,low-class
1096,BMW 5 Series 520d Luxury Line,43000,Diesel,Automatic,1,2019,1950,5,55532.12,BMW,low-class
1097,Volvo XC60 D5 Inscription,20000,Diesel,Automatic,1,2021,1968,5,73640.42,Volvo,low-class
1098,Mercedes-Benz GLC 220d 4MATIC,24000,Diesel,Automatic,1,2020,2987,5,68207.93000000001,Mercedes-Benz,low-class
1099,Audi Q3 35 TDI Quattro Premium Plus,39356,Diesel,Automatic,1,2015,2143,5,21126.350000000002,Audi,low-class
1100,Mercedes-Benz S-Class S 350 CDI,18000,Diesel,Automatic,1,2017,998,5,86316.23,Mercedes-Benz,low-class
1101,Mercedes-Benz C-Class 220 CDI AT,40000,Diesel,Automatic,1,2013,1248,5,16599.275,Mercedes-Benz,low-class
1102,Maruti Alto K10 VXI,30555,Petrol,Manual,1,2016,1197,5,3802.743,Maruti,low-class
1103,Maruti Ciaz VDi Plus SHVS,119878,Diesel,Manual,1,2015,1248,5,5770.511600000001,Maruti,low-class
1104,Hyundai i20 1.2 Magna Opt,84557,Petrol,Manual,1,2011,1997,7,2933.5446,Hyundai,low-class
1105,Maruti Ciaz VDi Option SHVS,96528,Diesel,Manual,1,2017,999,5,6470.699200000001,Maruti,low-class
1106,Mahindra XUV500 W10 1.99 mHawk,44081,Diesel,Manual,1,2017,1248,5,13569.1528,Mahindra,low-class
1107,Renault Kiger RXT AMT,6494,Petrol,Automatic,1,2021,998,5,9355.955,Renault,low-class
1108,Maruti Swift VDI BSIV,118631,Diesel,Manual,1,2014,1198,5,4104.548,Maruti,low-class
1109,Maruti Alto K10 VXI,47133,Petrol,Manual,1,2018,1197,5,4237.3422,Maruti,low-class
1110,Honda Amaze S i-VTEC,94025,Petrol,Manual,1,2017,998,5,5504.923199999999,Honda,low-class
1111,Hyundai i20 Magna 1.2,68841,Petrol,Manual,1,2016,1582,5,6060.2444,Hyundai,low-class
1112,Hyundai Venue SX Plus Turbo DCT BSIV,31952,Petrol,Automatic,1,2019,998,5,12627.521200000001,Hyundai,low-class
1113,Hyundai Creta 1.6 CRDi SX,66518,Diesel,Manual,2,2019,1582,5,13641.586000000001,Hyundai,low-class
1114,Hyundai Venue SX Plus Turbo DCT BSIV,26684,Petrol,Automatic,2,2019,1199,5,12712.0266,Hyundai,low-class
1115,Hyundai Creta 1.6 CRDi SX,38280,Diesel,Manual,1,2015,1197,5,9537.038,Hyundai,low-class
1116,Tata Tiago 1.2 Revotron XZ,96392,Petrol,Manual,1,2017,2179,7,4551.2194,Tata,low-class
1117,Maruti Swift Dzire 1.2 ZXi BSIV,92613,Petrol,Manual,1,2011,1498,5,3452.6492,Maruti,low-class
1118,Mahindra Scorpio S7 120,40011,Diesel,Manual,1,2018,1396,5,14221.051599999999,Mahindra,low-class
1119,Honda City i DTEC VX,98772,Diesel,Manual,2,2015,1248,5,6434.4826,Honda,low-class
1120,Hyundai i20 Asta 1.4 CRDi,38931,Diesel,Manual,1,2013,1396,5,4225.27,Hyundai,low-class
1121,Maruti Swift LDI BSIV,82392,Diesel,Manual,1,2017,2179,7,5154.8294,Maruti,low-class
1122,Hyundai i20 1.4 Asta,96805,Diesel,Manual,1,2017,998,5,6905.2984,Hyundai,low-class
1123,Mahindra Scorpio S5 BSIV,68307,Diesel,Manual,1,2018,1197,5,12048.055600000002,Mahindra,low-class
1124,Maruti Wagon R LXI BS IV,30404,Petrol,Manual,1,2016,1248,5,4527.075,Maruti,low-class
1125,Maruti Baleno 1.2 Alpha,36438,Petrol,Manual,2,2018,2179,7,7605.486,Maruti,low-class
1126,Maruti Swift VDI BSIV,115206,Diesel,Manual,1,2015,1451,5,4539.147199999999,Maruti,low-class
1127,Mahindra XUV500 W6 2WD,104537,Diesel,Manual,1,2015,2755,7,7520.980600000001,Mahindra,low-class
1128,MG Hector Sharp DCT,29827,Petrol,Automatic,2,2019,1968,5,19472.458599999998,MG,low-class
1129,Toyota Innova Crysta 2.8 GX AT BSIV,55000,Diesel,Automatic,1,2017,3198,7,19013.715,Toyota,low-class
1130,Audi A6 35 TDI,68000,Diesel,Automatic,1,2016,2755,7,29576.89,Audi,low-class
1131,Ford Endeavour 3.2 Titanium AT 4X4,80000,Diesel,Automatic,1,2018,814,5,34707.575000000004,Ford,low-class
1132,Toyota Innova Crysta 2.8 GX AT BSIV,55000,Diesel,Automatic,1,2019,1497,5,23480.429,Toyota,low-class
1133,Hyundai EON Era Plus,67885,Petrol,Manual,1,2013,998,5,2776.6059999999998,Hyundai,low-class
1134,Kia Seltos HTX IVT G,28000,Petrol,Automatic,1,2021,1197,5,19919.13,Kia,low-class
1135,Hyundai EON 1.0 Era Plus,48421,Petrol,Manual,1,2013,1582,5,2776.6059999999998,Hyundai,low-class
1136,Maruti Swift Dzire VXI,49000,Petrol,Manual,1,2014,1995,5,5130.685,Maruti,low-class
1137,Hyundai Verna 1.6 SX,75000,Diesel,Manual,1,2013,1198,5,5432.49,Hyundai,low-class
1138,BMW 5 Series 520d Sport Line,55000,Diesel,Automatic,2,2018,1493,5,48892.41,BMW,low-class
1139,Honda Amaze S Option i-VTEC,6357,Petrol,Manual,1,2017,1199,5,5686.0062,Honda,low-class
1140,Hyundai Venue SX Opt Executive Diesel,24237,Diesel,Manual,1,2022,2755,7,12361.9328,Hyundai,low-class
1141,Honda Amaze E Petrol,10282,Petrol,Manual,1,2020,1396,5,7110.525799999999,Honda,low-class
1142,Toyota Innova Crysta 2.8 ZX AT BSIV,111337,Diesel,Automatic,1,2018,1582,5,20643.462000000003,Toyota,low-class
1143,Hyundai Venue SX Opt Diesel BSIV,64104,Diesel,Manual,1,2019,1968,5,11854.9004,Hyundai,low-class
1144,Hyundai Verna 1.6 CRDi SX,42234,Diesel,Manual,2,2016,1197,5,6760.432,Hyundai,low-class
1145,Audi Q5 30 TDI quattro Premium,80000,Diesel,Automatic,3,2015,1197,5,17806.495,Audi,low-class
1146,Maruti Ignis Sigma,2294,Petrol,Manual,1,2022,1396,5,6060.2444,Maruti,low-class
1147,Maruti Baleno Delta,38736,Petrol,Manual,1,2020,998,5,7617.5581999999995,Maruti,low-class
1148,Hyundai i20 Asta 1.4 CRDi,130432,Diesel,Manual,1,2014,2694,7,4599.5082,Hyundai,low-class
1149,Hyundai Venue SX Opt iMT,10000,Petrol,Manual,1,2021,2967,5,13883.03,Hyundai,low-class
1150,Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,1086,5,37423.82,Toyota,low-class
1151,Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,2967,5,12011.839,Audi,low-class
